Date,Sales
2022-09-06,242.18793140056854
2022-09-07,221.81063929747089
2022-09-08,196.8551619553273
2022-09-09,229.57158988613895
2022-09-10,247.67399398183957
2022-09-11,231.36938956727258
2022-09-12,193.13540761825098
2022-09-13,208.7087959848377
2022-09-14,235.02514368352266
2022-09-15,205.45843826855682
2022-09-16,222.78562412421613
2022-09-17,227.80555795460253
2022-09-18,202.3426790455609
2022-09-19,215.41723092166367
2022-09-20,167.7574732904947
2022-09-21,201.07994783706613
2022-09-22,212.72943527916118
2022-09-23,197.87632916891164
2022-09-24,241.15729742361756
2022-09-25,195.29999627449726
2022-09-26,210.23538246135803
2022-09-27,218.88403973219022
2022-09-28,238.63186409518775
2022-09-29,195.56762156138856
2022-09-30,234.6487566987058
2022-10-01,217.4535016950469
2022-10-02,202.6790405365797
2022-10-03,224.4378456054091
2022-10-04,220.59976941276233
2022-10-05,208.72115636482945
2022-10-06,218.88492827782702
2022-10-07,212.17462847736726
2022-10-08,219.77647111942363
2022-10-09,228.12798691746312
2022-10-10,242.11152564582986
2022-10-11,199.88221079938225
2022-10-12,250.57602871797755
2022-10-13,189.43320166136044
2022-10-14,216.57462846609212
2022-10-15,227.81593399245483
2022-10-16,223.34869791202453
2022-10-17,209.93883147770964
2022-10-18,216.30584181140776
2022-10-19,212.18384544343638
2022-10-20,210.89238946437297
2022-10-21,232.63369510786418
2022-10-22,225.40448344596015
2022-10-23,209.81796176853211
2022-10-24,233.8707069552082
2022-10-25,225.1540340833737
2022-10-26,232.90801474685932
2022-10-27,230.3327456602926
2022-10-28,208.62928463792898
2022-10-29,212.8400352132098
2022-10-30,232.63331690995054
2022-10-31,230.7632258169272
2022-11-01,221.4804791280366
2022-11-02,223.74279164216253
2022-11-03,241.33925253696032
2022-11-04,213.4945997815708
2022-11-05,230.77098836799456
2022-11-06,219.73043190903562
2022-11-07,219.69930546625258
2022-11-08,239.64975594035602
2022-11-09,235.7552752171426
2022-11-10,235.78491717454173
2022-11-11,243.37498119375084
2022-11-12,224.32063425596942
2022-11-13,234.44986646639308
2022-11-14,219.78374950505662
2022-11-15,229.5195741146356
2022-11-16,222.92637469043774
2022-11-17,226.55697942823488
2022-11-18,234.2549559996442
2022-11-19,213.28185509626937
2022-11-20,257.17050552021385
2022-11-21,210.92589468575784
2022-11-22,208.03667432207965
2022-11-23,243.85636434450998
2022-11-24,238.5966489948545
2022-11-25,236.32228225720536
2022-11-26,236.6261720628366
2022-11-27,227.25947868253579
2022-11-28,214.22819990667634
2022-11-29,229.06952084480037
2022-11-30,218.02202254420368
2022-12-01,243.05475521679688
2022-12-02,226.4720807985044
2022-12-03,216.54689279933802
2022-12-04,224.36135447687627
2022-12-05,235.63024217308845
2022-12-06,221.23582162198383
2022-12-07,217.61504884229598
2022-12-08,233.86152675692665
2022-12-09,234.13973319250013
2022-12-10,223.12120821378443
2022-12-11,223.92096027327483
2022-12-12,234.72947303036543
2022-12-13,209.7906100648776
2022-12-14,210.66398361484093
2022-12-15,221.26420723118386
2022-12-16,229.10491006456826
2022-12-17,237.2367450381441
2022-12-18,254.97070717176308
2022-12-19,245.97315929156673
2022-12-20,230.97770699815766
2022-12-21,233.36063094341688
2022-12-22,218.87754178082452
2022-12-23,233.90786228323472
2022-12-24,230.12617536779996
2022-12-25,239.56769708850774
2022-12-26,222.5896358040117
2022-12-27,243.0597458315071
2022-12-28,258.53229612598494
2022-12-29,234.1816398713819
2022-12-30,242.11066210407597
2022-12-31,246.7091539486369
2023-01-01,230.65370867589507
2023-01-02,240.30536783329234
2023-01-03,237.40472968042104
2023-01-04,238.95269556304387
2023-01-05,226.16391428478133
2023-01-06,238.39796640431592
2023-01-07,245.77123602050523
2023-01-08,260.3390081574916
2023-01-09,253.23110286690502
2023-01-10,271.40950745877535
2023-01-11,227.87078073279724
2023-01-12,252.73447069050513
2023-01-13,242.6678516616401
2023-01-14,273.03216975020587
2023-01-15,228.32734985090647
2023-01-16,228.12193975199972
2023-01-17,231.99201672543484
2023-01-18,209.38875646644453
2023-01-19,233.6242512166413
2023-01-20,230.3860207680564
2023-01-21,244.290353509884
2023-01-22,247.42117647113122
2023-01-23,270.6966961827816
2023-01-24,257.0686474272658
2023-01-25,234.41570397835125
2023-01-26,229.84877395111442
2023-01-27,250.95823696667648
2023-01-28,224.02908112036528
2023-01-29,271.55621969036235
2023-01-30,262.0262832275917
2023-01-31,237.54592959780456
2023-02-01,219.13392509712816
2023-02-02,265.38485937988736
2023-02-03,243.60291574866994
2023-02-04,264.1308640104165
2023-02-05,221.88813439617547
2023-02-06,237.05313622154324
2023-02-07,246.35987049470816
2023-02-08,247.22157780913662
2023-02-09,239.99970106267878
2023-02-10,256.3253670829696
2023-02-11,231.19832830891747
2023-02-12,245.30500234122678
2023-02-13,249.47119427913003
2023-02-14,255.60737551653682
2023-02-15,258.7869806910715
2023-02-16,231.46298587686937
2023-02-17,225.5386241802951
2023-02-18,267.9310334738018
2023-02-19,253.96392645466736
2023-02-20,237.9630105442409
2023-02-21,272.66640485700503
2023-02-22,251.3407534835084
2023-02-23,267.4992610707403
2023-02-24,251.02437964193726
2023-02-25,281.1222200513587
2023-02-26,276.7380828047693
2023-02-27,246.8680184688924
2023-02-28,265.36806905913016
2023-03-01,260.6646544766961
2023-03-02,271.70045888579733
2023-03-03,236.88153801988474
2023-03-04,261.8279753735966
2023-03-05,267.5927692507127
2023-03-06,225.51186961918356
2023-03-07,234.31798303099134
2023-03-08,221.6495938300651
2023-03-09,248.36548565143406
2023-03-10,263.335509299119
2023-03-11,275.2707746926196
2023-03-12,254.00712156582725
2023-03-13,277.4824336527007
2023-03-14,232.50638185140247
2023-03-15,227.80905684811347
2023-03-16,252.6756387721257
2023-03-17,259.416053392233
2023-03-18,253.30801074826155
2023-03-19,222.92729085855174
2023-03-20,252.73973025212484
2023-03-21,234.6442037901443
2023-03-22,264.3881466774409
2023-03-23,259.9709315643628
2023-03-24,240.4997392347604
2023-03-25,247.0129814678673
2023-03-26,238.95289581868815
2023-03-27,254.018083876003
2023-03-28,269.399630018292
2023-03-29,240.39787836963828
2023-03-30,262.8527862934474
2023-03-31,247.44358696133912
2023-04-01,243.606763022572
2023-04-02,253.9938452586437
2023-04-03,240.16715201918834
2023-04-04,247.48457555864087
2023-04-05,237.91171903432326
2023-04-06,285.43838349195977
2023-04-07,256.58112930731323
2023-04-08,245.63801792837018
2023-04-09,259.42238412880056
2023-04-10,254.60361631884348
2023-04-11,253.0469184904176
2023-04-12,265.6439702378729
2023-04-13,267.8611833516683
2023-04-14,248.60524889671143
2023-04-15,247.98680195154978
2023-04-16,252.55673204389203
2023-04-17,222.20925676033352
2023-04-18,234.06292296736282
2023-04-19,277.3437795122463
2023-04-20,281.5622345669188
2023-04-21,253.19642406622023
2023-04-22,265.62177383048027
2023-04-23,261.680852682275
2023-04-24,303.23123787011366
2023-04-25,273.87483815436303
2023-04-26,255.19292248111512
2023-04-27,242.80635532021762
2023-04-28,233.06786777904202
2023-04-29,260.2389650163013
2023-04-30,245.86156738503692
2023-05-01,235.89023492408452
2023-05-02,247.54007772419945
2023-05-03,241.02752503168102
2023-05-04,282.5674134070058
2023-05-05,270.4919254945867
2023-05-06,257.15230375271324
2023-05-07,279.4731719015996
2023-05-08,258.4342320577378
2023-05-09,244.35175290794797
2023-05-10,280.1128268199109
2023-05-11,265.34223838333975
2023-05-12,241.69022158944438
2023-05-13,254.38189647267504
2023-05-14,244.08853527009845
2023-05-15,236.46444900471988
2023-05-16,271.0805819858589
2023-05-17,285.80851516282814
2023-05-18,236.16600741380168
2023-05-19,265.5642600412632
2023-05-20,247.33326535858518
2023-05-21,249.75722500550893
2023-05-22,248.14745634046187
2023-05-23,244.04085936464642
2023-05-24,257.69403655012877
2023-05-25,244.46562692452918
2023-05-26,260.94861325902053
2023-05-27,256.09832796538274
2023-05-28,253.22611555928754
2023-05-29,243.153657798062
2023-05-30,248.0707014299494
2023-05-31,268.0067234899182
2023-06-01,264.14166501215874
2023-06-02,241.91514278244483
2023-06-03,258.01757667430115
2023-06-04,267.7461206113194
2023-06-05,231.38060230285018
2023-06-06,264.5171437175983
2023-06-07,246.37118116268266
2023-06-08,264.8120979165465
2023-06-09,244.74564108910772
2023-06-10,229.06158461486126
2023-06-11,231.66089164359536
2023-06-12,256.7334864779376
2023-06-13,259.84525373311175
2023-06-14,242.32093879707108
2023-06-15,265.3999635084798
2023-06-16,230.83282934400614
2023-06-17,254.69820110582793
2023-06-18,237.45718624365387
2023-06-19,245.7772315334349
2023-06-20,256.1974594985479
2023-06-21,242.51139739665444
2023-06-22,249.5798453031246
2023-06-23,270.37266347292194
2023-06-24,246.55454871572036
2023-06-25,267.67257682683663
2023-06-26,238.12052419894775
2023-06-27,262.94183566796545
2023-06-28,276.5467131034118
2023-06-29,217.77674267583038
2023-06-30,242.82607415034497
2023-07-01,263.3635949853433
2023-07-02,251.58981056737406
2023-07-03,260.1306768281173
2023-07-04,245.43177828382971
2023-07-05,255.7185911188057
2023-07-06,252.01294570497123
2023-07-07,271.79341758794317
2023-07-08,258.02185496302906
2023-07-09,259.1987617627412
2023-07-10,247.88612127404488
2023-07-11,246.68016119296266
2023-07-12,247.43633569083534
2023-07-13,259.7724699351978
2023-07-14,247.47247523187428
2023-07-15,258.066045141231
2023-07-16,284.783288970709
2023-07-17,266.65272656636387
2023-07-18,248.6298556234946
2023-07-19,271.47359261459115
2023-07-20,247.27029972224167
2023-07-21,222.75652870111122
2023-07-22,238.14503659627505
2023-07-23,225.14340305372792
2023-07-24,247.87259395250416
2023-07-25,253.36269732223303
2023-07-26,278.1752648305867
2023-07-27,257.8761040266357
2023-07-28,249.63042483774186
2023-07-29,265.3040528574389
2023-07-30,219.6433184548054
2023-07-31,256.2933331552387
2023-08-01,264.27229188141916
2023-08-02,230.4821963002093
2023-08-03,269.77049736454467
2023-08-04,257.6463937155819
2023-08-05,246.2959969171601
2023-08-06,261.9750612785672
2023-08-07,286.50343546899245
2023-08-08,255.13247891068096
2023-08-09,256.09101053150755
2023-08-10,245.44231954181302
2023-08-11,239.5519533759846
2023-08-12,264.7234360248944
2023-08-13,239.39785405275722
2023-08-14,253.28528872842853
2023-08-15,245.02162593642916
2023-08-16,259.34792331140574
2023-08-17,257.1469780864776
2023-08-18,267.68608440660427
2023-08-19,244.45583138121955
2023-08-20,248.0432334366099
2023-08-21,237.3974037593739
2023-08-22,245.4042178431523
2023-08-23,257.7201692288436
2023-08-24,263.4098559580143
2023-08-25,238.21926276625217
2023-08-26,265.0949289599241
2023-08-27,272.38691703734065
2023-08-28,258.257822313126
2023-08-29,280.21465459807825
2023-08-30,240.4647947957518
2023-08-31,233.4132512863002
2023-09-01,225.41625704375016
2023-09-02,274.55428973072776
2023-09-03,261.94827421448093
2023-09-04,251.32080756657868
2023-09-05,256.37854238049545
2023-09-06,235.32378208687643
2023-09-07,288.92219332730895
2023-09-08,254.20673899998138
2023-09-09,253.9445825993907
2023-09-10,263.22815038513045
2023-09-11,259.5975491350561
2023-09-12,255.78421747174815
2023-09-13,240.6151902461518
2023-09-14,259.5935018027633
2023-09-15,280.803847699964
2023-09-16,272.8096333943474
2023-09-17,276.58384655275347
2023-09-18,245.0784009727644
2023-09-19,237.96603895871198
2023-09-20,250.98967959003605
2023-09-21,253.7816361414109
2023-09-22,269.4308303271228
2023-09-23,227.7061074526621
2023-09-24,276.11438265655227
2023-09-25,250.8819984652219
2023-09-26,246.93283371260148
2023-09-27,238.24136544399633
2023-09-28,228.68991468120947
2023-09-29,265.9531125885089
2023-09-30,254.80106992420747
2023-10-01,234.4505922836373
2023-10-02,234.4754887213447
2023-10-03,248.96952300210813
2023-10-04,279.1491968585012
2023-10-05,250.3305392517573
2023-10-06,231.79075270620513
2023-10-07,250.76818646900452
2023-10-08,250.48285739443986
2023-10-09,214.24272715552385
2023-10-10,254.00685040588237
2023-10-11,251.4854253286548
2023-10-12,265.52362357033485
2023-10-13,282.9488600783782
2023-10-14,272.2498803348422
2023-10-15,251.45784553686374
2023-10-16,239.03593126487397
2023-10-17,294.3797213237665
2023-10-18,256.8159520769842
2023-10-19,256.2877988420131
2023-10-20,255.8709845118861
2023-10-21,259.3609350640666
2023-10-22,254.3838449776253
2023-10-23,248.1066755942384
2023-10-24,248.67382470510358
2023-10-25,256.5532422169846
2023-10-26,249.06371139726846
2023-10-27,246.69562629128097
2023-10-28,259.1606632171385
2023-10-29,253.9180925548515
2023-10-30,280.4838076618419
2023-10-31,218.34312470953003
2023-11-01,274.66660581633573
2023-11-02,277.17415877999525
2023-11-03,227.5734256140117
2023-11-04,253.727856702903
2023-11-05,253.49291466050713
2023-11-06,238.15064627477673
2023-11-07,247.79727320079775
2023-11-08,243.00946547856074
2023-11-09,286.1580866336765
2023-11-10,274.11744853174406
2023-11-11,279.3661255113483
2023-11-12,271.33065759212656
2023-11-13,243.7847953287102
2023-11-14,253.06994685976184
2023-11-15,268.49769724572775
2023-11-16,243.04660337257383
2023-11-17,272.2970164059299
2023-11-18,258.2227196457185
2023-11-19,256.43285323152753
2023-11-20,272.9490959079844
2023-11-21,269.1801050805439
2023-11-22,257.33501102660944
2023-11-23,280.37464829247267
2023-11-24,247.005758671412
2023-11-25,272.699519105587
2023-11-26,272.59750829339816
2023-11-27,259.29998368552964
2023-11-28,269.0790108125956
2023-11-29,245.6657488261149
2023-11-30,278.53985350498886
2023-12-01,262.1544271688858
2023-12-02,257.3370962132509
2023-12-03,281.164489138779
2023-12-04,255.11698674352976
2023-12-05,244.80935091350068
2023-12-06,242.84225231118486
2023-12-07,275.53850404597705
2023-12-08,247.49977829710372
2023-12-09,293.2871473556348
2023-12-10,235.99641472609557
2023-12-11,292.93338038190024
2023-12-12,270.9139859780402
2023-12-13,266.5611785092816
2023-12-14,260.102153928355
2023-12-15,274.5279122652515
2023-12-16,268.24209680387327
2023-12-17,285.62265978442184
2023-12-18,271.05377864745043
2023-12-19,271.8627913654646
2023-12-20,264.42260176440124
2023-12-21,269.2916897061412
2023-12-22,275.0325087837725
2023-12-23,245.03303343327119
2023-12-24,250.73327362001635
2023-12-25,282.37588009377714
2023-12-26,274.06108152921564
2023-12-27,269.0097980725993
2023-12-28,272.3177214269272
2023-12-29,277.52676767865984
2023-12-30,264.4885910679514
2023-12-31,261.1824231919355
2024-01-01,276.10969458064784
2024-01-02,258.76838894191064
2024-01-03,279.8396350044112
2024-01-04,248.44880002124378
2024-01-05,289.696395602498
2024-01-06,281.61927602662746
2024-01-07,278.6417076665316
2024-01-08,289.8122187997487
2024-01-09,300.3241571425656
2024-01-10,290.827321571374
2024-01-11,248.26788070614327
2024-01-12,256.95600663865946
2024-01-13,267.0454429101296
2024-01-14,277.07649150510326
2024-01-15,284.7167094382705
2024-01-16,266.33161018740935
2024-01-17,280.2844078742514
2024-01-18,266.4164483457918
2024-01-19,268.8378094969735
2024-01-20,257.1730942386385
2024-01-21,264.6859480210773
2024-01-22,258.5195677502288
2024-01-23,264.4160347998833
2024-01-24,295.11691680359263
2024-01-25,265.3282754808082
2024-01-26,319.31072499390064
2024-01-27,287.47921790729225
2024-01-28,283.10512108109805
2024-01-29,267.7089714998288
2024-01-30,291.33932960790725
2024-01-31,272.44899698580855
2024-02-01,283.1610902531718
2024-02-02,319.9780418414381
2024-02-03,280.38011493158945
2024-02-04,299.3027192250996
2024-02-05,271.75690290120264
2024-02-06,282.0189342083954
2024-02-07,309.34322453346806
2024-02-08,273.61236303584894
2024-02-09,310.4374115048214
2024-02-10,294.09889712958926
2024-02-11,275.27563311124237
2024-02-12,293.426810702379
2024-02-13,298.7550765478525
2024-02-14,293.71794243891355
2024-02-15,261.05938672138126
2024-02-16,273.9255596170644
2024-02-17,281.33755720805686
2024-02-18,284.1493797088234
2024-02-19,294.7892977382337
2024-02-20,288.355823606588
2024-02-21,265.86895984351565
2024-02-22,291.80860173420496
2024-02-23,295.46858948904026
2024-02-24,294.9084591397512
2024-02-25,302.9227120614482
2024-02-26,299.4168024863548
2024-02-27,293.99018188450503
2024-02-28,286.2420191229351
2024-02-29,262.56960123017905
2024-03-01,294.1152588098009
2024-03-02,290.970705236033
2024-03-03,292.1108860315506
2024-03-04,269.0651733106642
2024-03-05,272.1771138094063
2024-03-06,304.3641535209715
2024-03-07,288.1447491886168
2024-03-08,299.1290986286918
2024-03-09,289.49715110413644
2024-03-10,289.68176100361535
2024-03-11,303.4699569491706
2024-03-12,281.81252954587075
2024-03-13,291.1497153787406
2024-03-14,282.92566410786515
2024-03-15,283.49141084409024
2024-03-16,285.51748980611376
2024-03-17,293.6304385441786
2024-03-18,283.25769303419776
2024-03-19,309.4128727284195
2024-03-20,277.2921367644246
2024-03-21,288.03998378256995
2024-03-22,284.3759919987975
2024-03-23,312.80260429497673
2024-03-24,294.1693068755913
2024-03-25,306.81876673905197
2024-03-26,269.17486473954597
2024-03-27,295.57824919881233
2024-03-28,305.028230999023
2024-03-29,293.0263483998111
2024-03-30,307.879656862906
2024-03-31,284.2405287550016
2024-04-01,313.2395122607458
2024-04-02,326.67925870976774
2024-04-03,286.8467367322537
2024-04-04,285.6973496021444
2024-04-05,314.26827365497945
2024-04-06,316.24575821369797
2024-04-07,284.79100014095997
2024-04-08,286.4098832113494
2024-04-09,288.5617679312983
2024-04-10,272.69470481790177
2024-04-11,279.1516905399585
2024-04-12,277.93645619967765
2024-04-13,281.5458026343074
2024-04-14,292.60380225041825
2024-04-15,296.6957284892145
2024-04-16,316.49558162357846
2024-04-17,278.31547828925926
2024-04-18,308.1055014777272
2024-04-19,290.17788620101686
2024-04-20,292.6900090147794
2024-04-21,303.5957117671428
2024-04-22,276.67127004068743
2024-04-23,299.2841719360459
2024-04-24,296.0779976060402
2024-04-25,300.99845531344886
2024-04-26,297.97699158784127
2024-04-27,330.494064681569
2024-04-28,284.1209107145232
2024-04-29,285.74187423927424
2024-04-30,284.37693267167816
2024-05-01,285.4065142004335
2024-05-02,284.18993817629917
2024-05-03,311.59553684753064
2024-05-04,315.0748928601928
2024-05-05,285.2106989662204
2024-05-06,281.2886762216858
2024-05-07,300.8449407888196
2024-05-08,285.48767026365744
2024-05-09,303.25994292719867
2024-05-10,296.8024330408394
2024-05-11,271.01275217938274
2024-05-12,316.94955466388006
2024-05-13,320.6609741673027
2024-05-14,284.5146146119191
2024-05-15,287.8723953738445
2024-05-16,297.95524641664974
2024-05-17,298.6613728708942
2024-05-18,303.49788558099715
2024-05-19,323.7459719769078
2024-05-20,290.9098973495686
2024-05-21,281.5589065359681
2024-05-22,272.81093248962577
2024-05-23,282.50226153182757
2024-05-24,292.9329740775878
2024-05-25,320.31012882508975
2024-05-26,285.5877301215772
2024-05-27,296.66715553686714
2024-05-28,293.0207692875947
2024-05-29,311.0481704901956
2024-05-30,331.0798414906362
2024-05-31,285.1648756039882
2024-06-01,285.7368798166498
2024-06-02,308.69000524889884
2024-06-03,303.2036861051372
2024-06-04,320.6222914057113
2024-06-05,301.62566361178875
2024-06-06,287.4211561850645
2024-06-07,301.6129403480338
2024-06-08,309.3250821459891
2024-06-09,304.9420488427895
2024-06-10,300.1831386784523
2024-06-11,308.51233262185417
2024-06-12,309.9888500639746
2024-06-13,313.1180730392001
2024-06-14,302.05172494066386
2024-06-15,289.74885907328775
2024-06-16,294.3901033820375
2024-06-17,310.22006373771603
2024-06-18,279.8007380856588
2024-06-19,297.51657906189524
2024-06-20,286.0175156910034
2024-06-21,292.2793508105943
2024-06-22,310.9550492738148
2024-06-23,294.5744127788662
2024-06-24,292.33374336820174
2024-06-25,271.16828490411325
2024-06-26,302.6885764896445
2024-06-27,301.1054465106594
2024-06-28,323.8002310273216
2024-06-29,286.66282945810707
2024-06-30,294.4947679925943
2024-07-01,294.8762466136803
2024-07-02,314.7252879239998
2024-07-03,289.56212309876275
2024-07-04,295.1050671932673
2024-07-05,299.9665518816005
2024-07-06,293.57582351039144
2024-07-07,284.0090380952529
2024-07-08,293.5460717250878
2024-07-09,306.6687520137785
2024-07-10,275.0965250628842
2024-07-11,292.41925362033277
2024-07-12,279.8538755754358
2024-07-13,308.21294187805086
2024-07-14,267.3716187160282
2024-07-15,281.76844928195356
2024-07-16,295.7440341408563
2024-07-17,313.5030690445273
2024-07-18,288.9691298660372
2024-07-19,281.563437417167
2024-07-20,318.04575277038794
2024-07-21,268.0461227537925
2024-07-22,256.7231925198145
